num,lm,Bone,type,Name,Description,Position,full_model,braincase
320,8,supraoccipital,curve,C17.Supraoccipital-7,C17.dors_med_supraocc_dors_med_for_mag_supraocc,m,5,1
321,9,supraoccipital,curve,C17.Supraoccipital-8,C17.dors_med_supraocc_dors_med_for_mag_supraocc,m,5,1
322,10,supraoccipital,curve,C17.Supraoccipital-9,C17.dors_med_supraocc_dors_med_for_mag_supraocc,m,5,1
323,1,supraoccipital,curve,C18.Supraoccipital-0,C18.dors_med_for_mag_vent_med_for_mag_supraocc,l,5,1
324,2,supraoccipital,curve,C18.Supraoccipital-1,C18.dors_med_for_mag_vent_med_for_mag_supraocc,l,5,1
325,3,supraoccipital,curve,C18.Supraoccipital-2,C18.dors_med_for_mag_vent_med_for_mag_supraocc,l,5,1
326,4,supraoccipital,curve,C18.Supraoccipital-3,C18.dors_med_for_mag_vent_med_for_mag_supraocc,l,5,1
327,5,supraoccipital,curve,C18.Supraoccipital-4,C18.dors_med_for_mag_vent_med_for_mag_supraocc,l,5,1
328,6,supraoccipital,curve,C18.Supraoccipital-5,C18.dors_med_for_mag_vent_med_for_mag_supraocc,l,5,1
329,7,supraoccipital,curve,C18.Supraoccipital-6,C18.dors_med_for_mag_vent_med_for_mag_supraocc,l,5,1
330,8,supraoccipital,curve,C18.Supraoccipital-7,C18.dors_med_for_mag_vent_med_for_mag_supraocc,l,5,1
331,9,supraoccipital,curve,C18.Supraoccipital-8,C18.dors_med_for_mag_vent_med_for_mag_supraocc,l,5,1
332,10,supraoccipital,curve,C18.Supraoccipital-9,C18.dors_med_for_mag_vent_med_for_mag_supraocc,l,5,1
333,1,supraoccipital,curve,C19.Supraoccipital-0,C19.vent_med_for_mag_vent_lat_oto_basiocc_supraocc,l,5,1
334,2,supraoccipital,curve,C19.Supraoccipital-1,C19.vent_med_for_mag_vent_lat_oto_basiocc_supraocc,l,5,1
335,3,supraoccipital,curve,C19.Supraoccipital-2,C19.vent_med_for_mag_vent_lat_oto_basiocc_supraocc,l,5,1
336,4,supraoccipital,curve,C19.Supraoccipital-3,C19.vent_med_for_mag_vent_lat_oto_basiocc_supraocc,l,5,1
337,5,supraoccipital,curve,C19.Supraoccipital-4,C19.vent_med_for_mag_vent_lat_oto_basiocc_supraocc,l,5,1
338,6,supraoccipital,curve,C19.Supraoccipital-5,C19.vent_med_for_mag_vent_lat_oto_basiocc_supraocc,l,5,1
339,7,supraoccipital,curve,C19.Supraoccipital-6,C19.vent_med_for_mag_vent_lat_oto_basiocc_supraocc,l,5,1
340,8,supraoccipital,curve,C19.Supraoccipital-7,C19.vent_med_for_mag_vent_lat_oto_basiocc_supraocc,l,5,1
341,9,supraoccipital,curve,C19.Supraoccipital-8,C19.vent_med_for_mag_vent_lat_oto_basiocc_supraocc,l,5,1
342,10,supraoccipital,curve,C19.Supraoccipital-9,C19.vent_med_for_mag_vent_lat_oto_basiocc_supraocc,l,5,1
343,1,supraoccipital,curve,C20.Supraoccipital-0,C20.vent_lat_oto_basiocc_vent_otocc_squam_junct_supraocc,l,5,1
344,2,supraoccipital,curve,C20.Supraoccipital-1,C20.vent_lat_oto_basiocc_vent_otocc_squam_junct_supraocc,l,5,1
345,3,supraoccipital,curve,C20.Supraoccipital-2,C20.vent_lat_oto_basiocc_vent_otocc_squam_junct_supraocc,l,5,1
346,4,supraoccipital,curve,C20.Supraoccipital-3,C20.vent_lat_oto_basiocc_vent_otocc_squam_junct_supraocc,l,5,1
347,5,supraoccipital,curve,C20.Supraoccipital-4,C20.vent_lat_oto_basiocc_vent_otocc_squam_junct_supraocc,l,5,1
348,6,supraoccipital,curve,C20.Supraoccipital-5,C20.vent_lat_oto_basiocc_vent_otocc_squam_junct_supraocc,l,5,1
349,7,supraoccipital,curve,C20.Supraoccipital-6,C20.vent_lat_oto_basiocc_vent_otocc_squam_junct_supraocc,l,5,1
350,8,supraoccipital,curve,C20.Supraoccipital-7,C20.vent_lat_oto_basiocc_vent_otocc_squam_junct_supraocc,l,5,1
351,9,supraoccipital,curve,C20.Supraoccipital-8,C20.vent_lat_oto_basiocc_vent_otocc_squam_junct_supraocc,l,5,1
352,10,supraoccipital,curve,C20.Supraoccipital-9,C20.vent_lat_oto_basiocc_vent_otocc_squam_junct_supraocc,l,5,1
353,1,supraoccipital,curve,C21.Supraoccipital-0,C21.vent_otocc_squam_junct_dors_med_supraocc,l,5,1
354,2,supraoccipital,curve,C21.Supraoccipital-1,C21.vent_otocc_squam_junct_dors_med_supraocc,l,5,1
355,3,supraoccipital,curve,C21.Supraoccipital-2,C21.vent_otocc_squam_junct_dors_med_supraocc,l,5,1
356,4,supraoccipital,curve,C21.Supraoccipital-3,C21.vent_otocc_squam_junct_dors_med_supraocc,l,5,1
357,5,supraoccipital,curve,C21.Supraoccipital-4,C21.vent_otocc_squam_junct_dors_med_supraocc,l,5,1
358,6,supraoccipital,curve,C21.Supraoccipital-5,C21.vent_otocc_squam_junct_dors_med_supraocc,l,5,1
359,7,supraoccipital,curve,C21.Supraoccipital-6,C21.vent_otocc_squam_junct_dors_med_supraocc,l,5,1
360,8,supraoccipital,curve,C21.Supraoccipital-7,C21.vent_otocc_squam_junct_dors_med_supraocc,l,5,1
361,9,supraoccipital,curve,C21.Supraoccipital-8,C21.vent_otocc_squam_junct_dors_med_supraocc,l,5,1
362,10,supraoccipital,curve,C21.Supraoccipital-9,C21.vent_otocc_squam_junct_dors_med_supraocc,l,5,1
363,1,basisphenoid,curve,C22.Basisphenoid-0,C22.med_basiocc_occ_cond_junct_ant_med_basisphen,m,6,1
364,2,basisphenoid,curve,C22.Basisphenoid-1,C22.med_basiocc_occ_cond_junct_ant_med_basisphen,m,6,1
365,3,basisphenoid,curve,C22.Basisphenoid-2,C22.med_basiocc_occ_cond_junct_ant_med_basisphen,m,6,1
366,4,basisphenoid,curve,C22.Basisphenoid-3,C22.med_basiocc_occ_cond_junct_ant_med_basisphen,m,6,1
367,5,basisphenoid,curve,C22.Basisphenoid-4,C22.med_basiocc_occ_cond_junct_ant_med_basisphen,m,6,1
368,6,basisphenoid,curve,C22.Basisphenoid-5,C22.med_basiocc_occ_cond_junct_ant_med_basisphen,m,6,1
369,7,basisphenoid,curve,C22.Basisphenoid-6,C22.med_basiocc_occ_cond_junct_ant_med_basisphen,m,6,1
370,8,basisphenoid,curve,C22.Basisphenoid-7,C22.med_basiocc_occ_cond_junct_ant_med_basisphen,m,6,1
371,9,basisphenoid,curve,C22.Basisphenoid-8,C22.med_basiocc_occ_cond_junct_ant_med_basisphen,m,6,1
372,10,basisphenoid,curve,C22.Basisphenoid-9,C22.med_basiocc_occ_cond_junct_ant_med_basisphen,m,6,1
373,1,basisphenoid,curve,C23.Basisphenoid-0,C23.ant_med_basisphen_med_sphen_ptery_junct,l,6,1
374,2,basisphenoid,curve,C23.Basisphenoid-1,C23.ant_med_basisphen_med_sphen_ptery_junct,l,6,1
375,3,basisphenoid,curve,C23.Basisphenoid-2,C23.ant_med_basisphen_med_sphen_ptery_junct,l,6,1
376,4,basisphenoid,curve,C23.Basisphenoid-3,C23.ant_med_basisphen_med_sphen_ptery_junct,l,6,1
377,5,basisphenoid,curve,C23.Basisphenoid-4,C23.ant_med_basisphen_med_sphen_ptery_junct,l,6,1
378,6,basisphenoid,curve,C23.Basisphenoid-5,C23.ant_med_basisphen_med_sphen_ptery_junct,l,6,1
379,7,basisphenoid,curve,C23.Basisphenoid-6,C23.ant_med_basisphen_med_sphen_ptery_junct,l,6,1
380,8,basisphenoid,curve,C23.Basisphenoid-7,C23.ant_med_basisphen_med_sphen_ptery_junct,l,6,1
381,9,basisphenoid,curve,C23.Basisphenoid-8,C23.ant_med_basisphen_med_sphen_ptery_junct,l,6,1
382,10,basisphenoid,curve,C23.Basisphenoid-9,C23.ant_med_basisphen_med_sphen_ptery_junct,l,6,1
383,1,basisphenoid,curve,C24.Basisphenoid-0,C24.med_sphen_ptery_junct_post_lat_oto_basiocc,l,6,1
384,2,basisphenoid,curve,C24.Basisphenoid-1,C24.med_sphen_ptery_junct_post_lat_oto_basiocc,l,6,1
385,3,basisphenoid,curve,C24.Basisphenoid-2,C24.med_sphen_ptery_junct_post_lat_oto_basiocc,l,6,1
386,4,basisphenoid,curve,C24.Basisphenoid-3,C24.med_sphen_ptery_junct_post_lat_oto_basiocc,l,6,1
387,5,basisphenoid,curve,C24.Basisphenoid-4,C24.med_sphen_ptery_junct_post_lat_oto_basiocc,l,6,1
388,6,basisphenoid,curve,C24.Basisphenoid-5,C24.med_sphen_ptery_junct_post_lat_oto_basiocc,l,6,1
389,7,basisphenoid,curve,C24.Basisphenoid-6,C24.med_sphen_ptery_junct_post_lat_oto_basiocc,l,6,1
390,8,basisphenoid,curve,C24.Basisphenoid-7,C24.med_sphen_ptery_junct_post_lat_oto_basiocc,l,6,1
391,9,basisphenoid,curve,C24.Basisphenoid-8,C24.med_sphen_ptery_junct_post_lat_oto_basiocc,l,6,1
392,10,basisphenoid,curve,C24.Basisphenoid-9,C24.med_sphen_ptery_junct_post_lat_oto_basiocc,l,6,1
393,1,basisphenoid,curve,C25.Basisphenoid-0,C25.post_lat_oto_basiocc_med_basiocc_occ_cond_junct,l,6,1
394,2,basisphenoid,curve,C25.Basisphenoid-1,C25.post_lat_oto_basiocc_med_basiocc_occ_cond_junct,l,6,1
395,3,basisphenoid,curve,C25.Basisphenoid-2,C25.post_lat_oto_basiocc_med_basiocc_occ_cond_junct,l,6,1
396,4,basisphenoid,curve,C25.Basisphenoid-3,C25.post_lat_oto_basiocc_med_basiocc_occ_cond_junct,l,6,1
397,5,basisphenoid,curve,C25.Basisphenoid-4,C25.post_lat_oto_basiocc_med_basiocc_occ_cond_junct,l,6,1
398,6,basisphenoid,curve,C25.Basisphenoid-5,C25.post_lat_oto_basiocc_med_basiocc_occ_cond_junct,l,6,1
399,7,basisphenoid,curve,C25.Basisphenoid-6,C25.post_lat_oto_basiocc_med_basiocc_occ_cond_junct,l,6,1
400,8,basisphenoid,curve,C25.Basisphenoid-7,C25.post_lat_oto_basiocc_med_basiocc_occ_cond_junct,l,6,1
401,9,basisphenoid,curve,C25.Basisphenoid-8,C25.post_lat_oto_basiocc_med_basiocc_occ_cond_junct,l,6,1
402,10,basisphenoid,curve,C25.Basisphenoid-9,C25.post_lat_oto_basiocc_med_basiocc_occ_cond_junct,l,6,1
403,1,occipital_condyle,curve,C26.Occipital_Condyle-0,C26.vent_med_for_mag_med_basiocc_occ_cond_junct,l,7,1
404,2,occipital_condyle,curve,C26.Occipital_Condyle-1,C26.vent_med_for_mag_med_basiocc_occ_cond_junct,l,7,1
405,3,occipital_condyle,curve,C26.Occipital_Condyle-2,C26.vent_med_for_mag_med_basiocc_occ_cond_junct,l,7,1
406,4,occipital_condyle,curve,C26.Occipital_Condyle-3,C26.vent_med_for_mag_med_basiocc_occ_cond_junct,l,7,1
407,5,occipital_condyle,curve,C26.Occipital_Condyle-4,C26.vent_med_for_mag_med_basiocc_occ_cond_junct,l,7,1
408,6,occipital_condyle,curve,C26.Occipital_Condyle-5,C26.vent_med_for_mag_med_basiocc_occ_cond_junct,l,7,1
409,7,occipital_condyle,curve,C26.Occipital_Condyle-6,C26.vent_med_for_mag_med_basiocc_occ_cond_junct,l,7,1
410,8,occipital_condyle,curve,C26.Occipital_Condyle-7,C26.vent_med_for_mag_med_basiocc_occ_cond_junct,l,7,1
411,9,occipital_condyle,curve,C26.Occipital_Condyle-8,C26.vent_med_for_mag_med_basiocc_occ_cond_junct,l,7,1
412,10,occipital_condyle,curve,C26.Occipital_Condyle-9,C26.vent_med_for_mag_med_basiocc_occ_cond_junct,l,7,1
413,1,occipital_condyle,curve,C27.Occipital_Condyle-0,C27.med_basiocc_occ_cond_junct_vent_med_for_mag,l,7,1
414,2,occipital_condyle,curve,C27.Occipital_Condyle-1,C27.med_basiocc_occ_cond_junct_vent_med_for_mag,l,7,1
415,3,occipital_condyle,curve,C27.Occipital_Condyle-2,C27.med_basiocc_occ_cond_junct_vent_med_for_mag,l,7,1
416,4,occipital_condyle,curve,C27.Occipital_Condyle-3,C27.med_basiocc_occ_cond_junct_vent_med_for_mag,l,7,1
417,5,occipital_condyle,curve,C27.Occipital_Condyle-4,C27.med_basiocc_occ_cond_junct_vent_med_for_mag,l,7,1
418,6,occipital_condyle,curve,C27.Occipital_Condyle-5,C27.med_basiocc_occ_cond_junct_vent_med_for_mag,l,7,1
419,7,occipital_condyle,curve,C27.Occipital_Condyle-6,C27.med_basiocc_occ_cond_junct_vent_med_for_mag,l,7,1
420,8,occipital_condyle,curve,C27.Occipital_Condyle-7,C27.med_basiocc_occ_cond_junct_vent_med_for_mag,l,7,1
421,9,occipital_condyle,curve,C27.Occipital_Condyle-8,C27.med_basiocc_occ_cond_junct_vent_med_for_mag,l,7,1
422,10,occipital_condyle,curve,C27.Occipital_Condyle-9,C27.med_basiocc_occ_cond_junct_vent_med_for_mag,l,7,1
423,1,maxilla,curve,C28.Maxilla-0,C28.teeth_row_post_ant_max,l,8,2
424,2,maxilla,curve,C28.Maxilla-1,C28.teeth_row_post_ant_max,l,8,2
425,3,maxilla,curve,C28.Maxilla-2,C28.teeth_row_post_ant_max,l,8,2
426,4,maxilla,curve,C28.Maxilla-3,C28.teeth_row_post_ant_max,l,8,2
427,5,maxilla,curve,C28.Maxilla-4,C28.teeth_row_post_ant_max,l,8,2
428,6,maxilla,curve,C28.Maxilla-5,C28.teeth_row_post_ant_max,l,8,2
429,7,maxilla,curve,C28.Maxilla-6,C28.teeth_row_post_ant_max,l,8,2
430,8,maxilla,curve,C28.Maxilla-7,C28.teeth_row_post_ant_max,l,8,2
431,9,maxilla,curve,C28.Maxilla-8,C28.teeth_row_post_ant_max,l,8,2
432,10,maxilla,curve,C28.Maxilla-9,C28.teeth_row_post_ant_max,l,8,2
433,1,maxilla,curve,C29.Maxilla-0,C29.ectoptery_porc_post_ant_max,l,8,2
434,2,maxilla,curve,C29.Maxilla-1,C29.ectoptery_porc_post_ant_max,l,8,2
435,3,maxilla,curve,C29.Maxilla-2,C29.ectoptery_porc_post_ant_max,l,8,2
436,4,maxilla,curve,C29.Maxilla-3,C29.ectoptery_porc_post_ant_max,l,8,2
437,5,maxilla,curve,C29.Maxilla-4,C29.ectoptery_porc_post_ant_max,l,8,2
438,6,maxilla,curve,C29.Maxilla-5,C29.ectoptery_porc_post_ant_max,l,8,2
439,7,maxilla,curve,C29.Maxilla-6,C29.ectoptery_porc_post_ant_max,l,8,2
440,8,maxilla,curve,C29.Maxilla-7,C29.ectoptery_porc_post_ant_max,l,8,2
441,9,maxilla,curve,C29.Maxilla-8,C29.ectoptery_porc_post_ant_max,l,8,2
442,10,maxilla,curve,C29.Maxilla-9,C29.ectoptery_porc_post_ant_max,l,8,2
443,1,maxilla,curve,C30.Maxilla-0,C30.ectoptery_proc_ant_palat_fac_post_max,l,8,2
444,2,maxilla,curve,C30.Maxilla-1,C30.ectoptery_proc_ant_palat_fac_post_max,l,8,2
445,3,maxilla,curve,C30.Maxilla-2,C30.ectoptery_proc_ant_palat_fac_post_max,l,8,2
446,4,maxilla,curve,C30.Maxilla-3,C30.ectoptery_proc_ant_palat_fac_post_max,l,8,2
447,5,maxilla,curve,C30.Maxilla-4,C30.ectoptery_proc_ant_palat_fac_post_max,l,8,2
448,6,maxilla,curve,C30.Maxilla-5,C30.ectoptery_proc_ant_palat_fac_post_max,l,8,2
449,7,maxilla,curve,C30.Maxilla-6,C30.ectoptery_proc_ant_palat_fac_post_max,l,8,2
450,8,maxilla,curve,C30.Maxilla-7,C30.ectoptery_proc_ant_palat_fac_post_max,l,8,2
451,9,maxilla,curve,C30.Maxilla-8,C30.ectoptery_proc_ant_palat_fac_post_max,l,8,2
452,10,maxilla,curve,C30.Maxilla-9,C30.ectoptery_proc_ant_palat_fac_post_max,l,8,2
453,1,maxilla,curve,C31.Maxilla-0,C31.palat_fac_post_ant_max,l,8,2
454,2,maxilla,curve,C31.Maxilla-1,C31.palat_fac_post_ant_max,l,8,2
455,3,maxilla,curve,C31.Maxilla-2,C31.palat_fac_post_ant_max,l,8,2
456,4,maxilla,curve,C31.Maxilla-3,C31.palat_fac_post_ant_max,l,8,2
457,5,maxilla,curve,C31.Maxilla-4,C31.palat_fac_post_ant_max,l,8,2
458,6,maxilla,curve,C31.Maxilla-5,C31.palat_fac_post_ant_max,l,8,2
459,7,maxilla,curve,C31.Maxilla-6,C31.palat_fac_post_ant_max,l,8,2
460,8,maxilla,curve,C31.Maxilla-7,C31.palat_fac_post_ant_max,l,8,2
461,9,maxilla,curve,C31.Maxilla-8,C31.palat_fac_post_ant_max,l,8,2
462,10,maxilla,curve,C31.Maxilla-9,C31.palat_fac_post_ant_max,l,8,2
463,1,maxilla,curve,C32.Maxilla-0,C32.ant_dors_ridge_palat_fac_ant_teeth_row_ant_max,l,8,2
464,2,maxilla,curve,C32.Maxilla-1,C32.ant_dors_ridge_palat_fac_ant_teeth_row_ant_max,l,8,2
465,3,maxilla,curve,C32.Maxilla-2,C32.ant_dors_ridge_palat_fac_ant_teeth_row_ant_max,l,8,2
466,4,maxilla,curve,C32.Maxilla-3,C32.ant_dors_ridge_palat_fac_ant_teeth_row_ant_max,l,8,2
467,5,maxilla,curve,C32.Maxilla-4,C32.ant_dors_ridge_palat_fac_ant_teeth_row_ant_max,l,8,2
468,6,maxilla,curve,C32.Maxilla-5,C32.ant_dors_ridge_palat_fac_ant_teeth_row_ant_max,l,8,2
469,7,maxilla,curve,C32.Maxilla-6,C32.ant_dors_ridge_palat_fac_ant_teeth_row_ant_max,l,8,2
470,8,maxilla,curve,C32.Maxilla-7,C32.ant_dors_ridge_palat_fac_ant_teeth_row_ant_max,l,8,2
471,9,maxilla,curve,C32.Maxilla-8,C32.ant_dors_ridge_palat_fac_ant_teeth_row_ant_max,l,8,2
472,10,maxilla,curve,C32.Maxilla-9,C32.ant_dors_ridge_palat_fac_ant_teeth_row_ant_max,l,8,2
473,1,maxilla,curve,C33.Maxilla-0,C33.dors_ridge_teeth_row_post_ant_max,l,8,2
474,2,maxilla,curve,C33.Maxilla-1,C33.dors_ridge_teeth_row_post_ant_max,l,8,2
475,3,maxilla,curve,C33.Maxilla-2,C33.dors_ridge_teeth_row_post_ant_max,l,8,2
476,4,maxilla,curve,C33.Maxilla-3,C33.dors_ridge_teeth_row_post_ant_max,l,8,2
477,5,maxilla,curve,C33.Maxilla-4,C33.dors_ridge_teeth_row_post_ant_max,l,8,2
478,6,maxilla,curve,C33.Maxilla-5,C33.dors_ridge_teeth_row_post_ant_max,l,8,2
479,7,maxilla,curve,C33.Maxilla-6,C33.dors_ridge_teeth_row_post_ant_max,l,8,2
480,8,maxilla,curve,C33.Maxilla-7,C33.dors_ridge_teeth_row_post_ant_max,l,8,2
481,9,maxilla,curve,C33.Maxilla-8,C33.dors_ridge_teeth_row_post_ant_max,l,8,2
482,10,maxilla,curve,C33.Maxilla-9,C33.dors_ridge_teeth_row_post_ant_max,l,8,2
483,1,maxilla,curve,C34.Maxilla-0,C34.post_med_ridge_teeth_row_post_ectoptery_proc_post_max,l,8,2
484,2,maxilla,curve,C34.Maxilla-1,C34.post_med_ridge_teeth_row_post_ectoptery_proc_post_max,l,8,2
485,3,maxilla,curve,C34.Maxilla-2,C34.post_med_ridge_teeth_row_post_ectoptery_proc_post_max,l,8,2
486,4,maxilla,curve,C34.Maxilla-3,C34.post_med_ridge_teeth_row_post_ectoptery_proc_post_max,l,8,2
487,5,maxilla,curve,C34.Maxilla-4,C34.post_med_ridge_teeth_row_post_ectoptery_proc_post_max,l,8,2
488,6,maxilla,curve,C34.Maxilla-5,C34.post_med_ridge_teeth_row_post_ectoptery_proc_post_max,l,8,2
489,7,maxilla,curve,C34.Maxilla-6,C34.post_med_ridge_teeth_row_post_ectoptery_proc_post_max,l,8,2
490,8,maxilla,curve,C34.Maxilla-7,C34.post_med_ridge_teeth_row_post_ectoptery_proc_post_max,l,8,2
491,9,maxilla,curve,C34.Maxilla-8,C34.post_med_ridge_teeth_row_post_ectoptery_proc_post_max,l,8,2
492,10,maxilla,curve,C34.Maxilla-9,C34.post_med_ridge_teeth_row_post_ectoptery_proc_post_max,l,8,2
493,1,palatine,curve,C35.Palatine-0,C35.ptery_fac_post_lat_dors_ant_palat,l,9,3
494,2,palatine,curve,C35.Palatine-1,C35.ptery_fac_post_lat_dors_ant_palat,l,9,3
495,3,palatine,curve,C35.Palatine-2,C35.ptery_fac_post_lat_dors_ant_palat,l,9,3
496,4,palatine,curve,C35.Palatine-3,C35.ptery_fac_post_lat_dors_ant_palat,l,9,3
497,5,palatine,curve,C35.Palatine-4,C35.ptery_fac_post_lat_dors_ant_palat,l,9,3
498,6,palatine,curve,C35.Palatine-5,C35.ptery_fac_post_lat_dors_ant_palat,l,9,3
499,7,palatine,curve,C35.Palatine-6,C35.ptery_fac_post_lat_dors_ant_palat,l,9,3
500,8,palatine,curve,C35.Palatine-7,C35.ptery_fac_post_lat_dors_ant_palat,l,9,3
501,9,palatine,curve,C35.Palatine-8,C35.ptery_fac_post_lat_dors_ant_palat,l,9,3
502,10,palatine,curve,C35.Palatine-9,C35.ptery_fac_post_lat_dors_ant_palat,l,9,3
503,1,palatine,curve,C36.Palatine-0,C36.ptery_fac_dors_ant_post_med_palat,l,9,3
504,2,palatine,curve,C36.Palatine-1,C36.ptery_fac_dors_ant_post_med_palat,l,9,3
505,3,palatine,curve,C36.Palatine-2,C36.ptery_fac_dors_ant_post_med_palat,l,9,3
506,4,palatine,curve,C36.Palatine-3,C36.ptery_fac_dors_ant_post_med_palat,l,9,3
507,5,palatine,curve,C36.Palatine-4,C36.ptery_fac_dors_ant_post_med_palat,l,9,3
508,6,palatine,curve,C36.Palatine-5,C36.ptery_fac_dors_ant_post_med_palat,l,9,3
509,7,palatine,curve,C36.Palatine-6,C36.ptery_fac_dors_ant_post_med_palat,l,9,3
510,8,palatine,curve,C36.Palatine-7,C36.ptery_fac_dors_ant_post_med_palat,l,9,3
511,9,palatine,curve,C36.Palatine-8,C36.ptery_fac_dors_ant_post_med_palat,l,9,3
512,10,palatine,curve,C36.Palatine-9,C36.ptery_fac_dors_ant_post_med_palat,l,9,3
513,1,palatine,curve,C37.Palatine-0,C37.ptery_fac_post_med_vent_ant_palat,l,9,3
514,2,palatine,curve,C37.Palatine-1,C37.ptery_fac_post_med_vent_ant_palat,l,9,3
515,3,palatine,curve,C37.Palatine-2,C37.ptery_fac_post_med_vent_ant_palat,l,9,3
516,4,palatine,curve,C37.Palatine-3,C37.ptery_fac_post_med_vent_ant_palat,l,9,3
517,5,palatine,curve,C37.Palatine-4,C37.ptery_fac_post_med_vent_ant_palat,l,9,3
518,6,palatine,curve,C37.Palatine-5,C37.ptery_fac_post_med_vent_ant_palat,l,9,3
519,7,palatine,curve,C37.Palatine-6,C37.ptery_fac_post_med_vent_ant_palat,l,9,3
520,8,palatine,curve,C37.Palatine-7,C37.ptery_fac_post_med_vent_ant_palat,l,9,3
521,9,palatine,curve,C37.Palatine-8,C37.ptery_fac_post_med_vent_ant_palat,l,9,3
522,10,palatine,curve,C37.Palatine-9,C37.ptery_fac_post_med_vent_ant_palat,l,9,3
523,1,palatine,curve,C38.Palatine-0,C38.ptery_fac_vent_ant_post_lat_palat,l,9,3
524,2,palatine,curve,C38.Palatine-1,C38.ptery_fac_vent_ant_post_lat_palat,l,9,3
525,3,palatine,curve,C38.Palatine-2,C38.ptery_fac_vent_ant_post_lat_palat,l,9,3
526,4,palatine,curve,C38.Palatine-3,C38.ptery_fac_vent_ant_post_lat_palat,l,9,3
527,5,palatine,curve,C38.Palatine-4,C38.ptery_fac_vent_ant_post_lat_palat,l,9,3
528,6,palatine,curve,C38.Palatine-5,C38.ptery_fac_vent_ant_post_lat_palat,l,9,3
529,7,palatine,curve,C38.Palatine-6,C38.ptery_fac_vent_ant_post_lat_palat,l,9,3
530,8,palatine,curve,C38.Palatine-7,C38.ptery_fac_vent_ant_post_lat_palat,l,9,3
531,9,palatine,curve,C38.Palatine-8,C38.ptery_fac_vent_ant_post_lat_palat,l,9,3
532,10,palatine,curve,C38.Palatine-9,C38.ptery_fac_vent_ant_post_lat_palat,l,9,3
533,1,palatine,curve,C39.Palatine-0,C39.teeth_row_post_ant_palat,l,9,3
534,2,palatine,curve,C39.Palatine-1,C39.teeth_row_post_ant_palat,l,9,3
535,3,palatine,curve,C39.Palatine-2,C39.teeth_row_post_ant_palat,l,9,3
536,4,palatine,curve,C39.Palatine-3,C39.teeth_row_post_ant_palat,l,9,3
537,5,palatine,curve,C39.Palatine-4,C39.teeth_row_post_ant_palat,l,9,3
538,6,palatine,curve,C39.Palatine-5,C39.teeth_row_post_ant_palat,l,9,3
539,7,palatine,curve,C39.Palatine-6,C39.teeth_row_post_ant_palat,l,9,3
540,8,palatine,curve,C39.Palatine-7,C39.teeth_row_post_ant_palat,l,9,3
541,9,palatine,curve,C39.Palatine-8,C39.teeth_row_post_ant_palat,l,9,3
542,10,palatine,curve,C39.Palatine-9,C39.teeth_row_post_ant_palat,l,9,3
543,1,palatine,curve,C40.Palatine-0,C40.teeth_row_ant_post_palat,l,9,3
544,2,palatine,curve,C40.Palatine-1,C40.teeth_row_ant_post_palat,l,9,3
545,3,palatine,curve,C40.Palatine-2,C40.teeth_row_ant_post_palat,l,9,3
546,4,palatine,curve,C40.Palatine-3,C40.teeth_row_ant_post_palat,l,9,3
547,5,palatine,curve,C40.Palatine-4,C40.teeth_row_ant_post_palat,l,9,3
548,6,palatine,curve,C40.Palatine-5,C40.teeth_row_ant_post_palat,l,9,3
549,7,palatine,curve,C40.Palatine-6,C40.teeth_row_ant_post_palat,l,9,3
550,8,palatine,curve,C40.Palatine-7,C40.teeth_row_ant_post_palat,l,9,3
551,9,palatine,curve,C40.Palatine-8,C40.teeth_row_ant_post_palat,l,9,3
552,10,palatine,curve,C40.Palatine-9,C40.teeth_row_ant_post_palat,l,9,3
553,1,palatine,curve,C41.Palatine-0,C41.max_fac_ant_post_med_palat,l,9,3
554,2,palatine,curve,C41.Palatine-1,C41.max_fac_ant_post_med_palat,l,9,3
555,3,palatine,curve,C41.Palatine-2,C41.max_fac_ant_post_med_palat,l,9,3
556,4,palatine,curve,C41.Palatine-3,C41.max_fac_ant_post_med_palat,l,9,3
557,5,palatine,curve,C41.Palatine-4,C41.max_fac_ant_post_med_palat,l,9,3
558,6,palatine,curve,C41.Palatine-5,C41.max_fac_ant_post_med_palat,l,9,3
559,7,palatine,curve,C41.Palatine-6,C41.max_fac_ant_post_med_palat,l,9,3
560,8,palatine,curve,C41.Palatine-7,C41.max_fac_ant_post_med_palat,l,9,3
561,9,palatine,curve,C41.Palatine-8,C41.max_fac_ant_post_med_palat,l,9,3
562,10,palatine,curve,C41.Palatine-9,C41.max_fac_ant_post_med_palat,l,9,3
563,1,palatine,curve,C42.Palatine-0,C42.dors_edge_ant_ant_med_palat,l,9,3
564,2,palatine,curve,C42.Palatine-1,C42.dors_edge_ant_ant_med_palat,l,9,3
565,3,palatine,curve,C42.Palatine-2,C42.dors_edge_ant_ant_med_palat,l,9,3
566,4,palatine,curve,C42.Palatine-3,C42.dors_edge_ant_ant_med_palat,l,9,3
567,5,palatine,curve,C42.Palatine-4,C42.dors_edge_ant_ant_med_palat,l,9,3
568,6,palatine,curve,C42.Palatine-5,C42.dors_edge_ant_ant_med_palat,l,9,3
569,7,palatine,curve,C42.Palatine-6,C42.dors_edge_ant_ant_med_palat,l,9,3
570,8,palatine,curve,C42.Palatine-7,C42.dors_edge_ant_ant_med_palat,l,9,3
571,9,palatine,curve,C42.Palatine-8,C42.dors_edge_ant_ant_med_palat,l,9,3
